id,name,host_id,host_name,host_is_superhost,superhost_status,borough,neighbourhood,latitude,longitude,room_type,price,accommodates,price_per_guest,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,host_tier,price_category,availability_365,rating,listing_url
10726,Cozy Suite in Cobble Hill,1305,Elena,f,Standard Host,Brooklyn,Cobble Hill,40.72631,-73.90883,Entire home/apt,334,5,66.8,1,2,2026-04-23,0.18,4,Small Host (2-4),Luxury (>$250),66,4.47,https://www.airbnb.com/rooms/10726
10727,Sunny Room in Crown Heights,1221,Elena,f,Standard Host,Brooklyn,Crown Heights,40.67345,-73.99593,Entire home/apt,266,4,66.5,1,27,2026-05-22,1.03,3,Small Host (2-4),Luxury (>$250),176,4.58,https://www.airbnb.com/rooms/10727
10728,Spacious Haven in Greenwich Village,1240,Carlos,f,Standard Host,Manhattan,Greenwich Village,40.76475,-73.97202,Entire home/apt,492,6,82.0,2,10,2026-05-15,0.35,2,Small Host (2-4),Luxury (>$250),327,4.57,https://www.airbnb.com/rooms/10728
10729,Cozy Room in Park Slope,1329,Jessica,f,Standard Host,Brooklyn,Park Slope,40.67986,-73.96278,Entire home/apt,269,2,134.5,3,22,2026-04-11,2.81,8,Multi-Listing Host (5+),Luxury (>$250),208,4.25,https://www.airbnb.com/rooms/10729
10730,Chic Room in Chelsea,1118,Carlos,f,Standard Host,Manhattan,Chelsea,40.76429,-73.94439,Private room,153,2,76.5,2,10,2026-05-13,0.34,1,Single Listing,Moderate ($100-$250),212,4.21,https://www.airbnb.com/rooms/10730
10731,Rustic Loft in Bushwick,1131,James,f,Standard Host,Brooklyn,Bushwick,40.69084,-73.96343,Entire home/apt,194,8,24.25,3,32,2026-08-01,1.42,1,Single Listing,Moderate ($100-$250),174,4.46,https://www.airbnb.com/rooms/10731
10732,Stunning Loft in Hell's Kitchen,1276,Liam,f,Standard Host,Manhattan,Hell's Kitchen,40.80417,-73.94797,Entire home/apt,266,4,66.5,2,25,2025-10-06,3.19,2,Small Host (2-4),Luxury (>$250),306,4.25,https://www.airbnb.com/rooms/10732
10733,Boho Retreat in Hell's Kitchen,1046,Charlotte,f,Standard Host,Manhattan,Hell's Kitchen,40.77667,-73.98509,Entire home/apt,280,8,35.0,1,10,2026-04-29,0.76,12,Multi-Listing Host (5+),Luxury (>$250),67,4.47,https://www.airbnb.com/rooms/10733
10734,Rustic Retreat in Park Slope,1108,Jessica,f,Standard Host,Brooklyn,Park Slope,40.66317,-73.93139,Private room,84,2,42.0,7,5,2026-07-25,0.26,3,Small Host (2-4),Budget (<$100),270,4.29,https://www.airbnb.com/rooms/10734
10735,Minimalist Retreat in Forest Hills,1043,Olivia,t,Superhost,Queens,Forest Hills,40.69877,-73.79134,Entire home/apt,173,3,57.67,4,97,2026-05-09,4.09,1,Single Listing,Moderate ($100-$250),151,4.97,https://www.airbnb.com/rooms/10735
10736,Bright Studio in Crown Heights,1162,Emma,t,Superhost,Brooklyn,Crown Heights,40.68312,-73.95436,Hotel room,359,2,179.5,2,118,2026-06-09,3.41,1,Single Listing,Luxury (>$250),48,4.87,https://www.airbnb.com/rooms/10736
10737,Rustic Haven in Park Slope,1332,Liam,f,Standard Host,Brooklyn,Park Slope,40.66851,-73.93903,Entire home/apt,227,2,113.5,7,78,2026-06-05,8.65,1,Single Listing,Moderate ($100-$250),312,4.26,https://www.airbnb.com/rooms/10737
10738,Boho Flat in Financial District,1221,Sophia,f,Standard Host,Manhattan,Financial District,40.7876,-73.93691,Private room,146,1,146.0,2,10,2026-06-17,0.34,1,Single Listing,Moderate ($100-$250),295,4.56,https://www.airbnb.com/rooms/10738
10739,Boho Retreat in Tribeca,1315,Michael,t,Superhost,Manhattan,Tribeca,40.81248,-73.97212,Entire home/apt,282,3,94.0,2,71,2026-07-27,10.65,1,Single Listing,Luxury (>$250),193,4.92,https://www.airbnb.com/rooms/10739
10740,Spacious Loft in Bedford-Stuyvesant,1003,Ethan,t,Superhost,Brooklyn,Bedford-Stuyvesant,40.66963,-73.95969,Entire home/apt,281,2,140.5,1,40,2026-07-24,1.53,1,Single Listing,Luxury (>$250),318,4.95,https://www.airbnb.com/rooms/10740
10741,Chic Penthouse in Cobble Hill,1207,David,f,Standard Host,Brooklyn,Cobble Hill,40.68495,-73.93554,Private room,159,1,159.0,1,20,2026-05-15,1.44,1,Single Listing,Moderate ($100-$250),77,4.24,https://www.airbnb.com/rooms/10741
10742,Cozy Haven in Greenpoint,1259,David,t,Superhost,Brooklyn,Greenpoint,40.72453,-73.99148,Entire home/apt,243,4,60.75,1,46,2026-06-03,6.14,1,Single Listing,Moderate ($100-$250),185,4.94,https://www.airbnb.com/rooms/10742
10743,Chic Penthouse in Harlem,1258,Jessica,f,Standard Host,Manhattan,Harlem,40.77599,-73.93185,Hotel room,579,4,144.75,30,17,2026-07-27,0.87,1,Single Listing,Luxury (>$250),47,4.55,https://www.airbnb.com/rooms/10743
10744,Cozy Haven in East Village,1031,Michael,t,Superhost,Manhattan,East Village,40.75604,-73.95385,Private room,179,1,179.0,5,72,2026-06-28,2.26,1,Single Listing,Moderate ($100-$250),79,4.96,https://www.airbnb.com/rooms/10744
10745,Quiet Penthouse in Greenwich Village,1248,James,f,Standard Host,Manhattan,Greenwich Village,40.75797,-73.98797,Entire home/apt,196,5,39.2,2,35,2026-06-18,1.17,1,Single Listing,Moderate ($100-$250),294,4.55,https://www.airbnb.com/rooms/10745
10746,Minimalist Retreat in Upper West Side,1046,Charlotte,f,Standard Host,Manhattan,Upper West Side,40.74942,-73.9753,Entire home/apt,436,3,145.33,1,10,2026-07-28,0.36,1,Single Listing,Luxury (>$250),33,4.61,https://www.airbnb.com/rooms/10746
10747,Stunning Suite in Park Slope,1152,Daniel,f,Standard Host,Brooklyn,Park Slope,40.68101,-73.92855,Entire home/apt,190,5,38.0,2,31,2026-07-13,1.71,2,Small Host (2-4),Moderate ($100-$250),29,4.53,https://www.airbnb.com/rooms/10747
10748,Stunning Haven in Crown Heights,1278,Noah,t,Superhost,Brooklyn,Crown Heights,40.65161,-73.86039,Private room,99,1,99.0,2,50,2026-03-07,3.35,1,Single Listing,Budget (<$100),179,4.82,https://www.airbnb.com/rooms/10748
10749,Chic Brownstone Unit in Mott Haven,1041,Elena,f,Standard Host,Bronx,Mott Haven,40.82768,-73.85125,Entire home/apt,61,2,30.5,30,19,2026-07-17,2.1,1,Single Listing,Budget (<$100),61,4.63,https://www.airbnb.com/rooms/10749
10750,Spacious Apartment in Midtown,1228,Liam,t,Superhost,Manhattan,Midtown,40.77034,-73.94854,Private room,261,2,130.5,1,50,2026-05-22,1.47,12,Multi-Listing Host (5+),Luxury (>$250),100,4.98,https://www.airbnb.com/rooms/10750
10751,Rustic Penthouse in SoHo,1031,Alex,t,Superhost,Manhattan,SoHo,40.79245,-74.0131,Entire home/apt,459,3,153.0,3,41,2026-05-30,1.17,1,Single Listing,Luxury (>$250),142,4.97,https://www.airbnb.com/rooms/10751
10752,Charming Flat in Upper West Side,1227,Daniel,f,Standard Host,Manhattan,Upper West Side,40.74167,-73.93468,Entire home/apt,354,3,118.0,1,33,2026-05-10,2.55,12,Multi-Listing Host (5+),Luxury (>$250),14,4.51,https://www.airbnb.com/rooms/10752
10753,Rustic Flat in Upper West Side,1297,Emma,t,Superhost,Manhattan,Upper West Side,40.78355,-73.9743,Private room,309,1,309.0,30,69,2026-03-10,2.78,1,Single Listing,Luxury (>$250),344,4.99,https://www.airbnb.com/rooms/10753
10754,Bright Haven in Ridgewood,1192,Ethan,t,Superhost,Queens,Ridgewood,40.7047,-73.827,Entire home/apt,247,2,123.5,2,66,2026-03-11,1.92,1,Single Listing,Moderate ($100-$250),47,4.99,https://www.airbnb.com/rooms/10754
10755,Luxury Apartment in Williamsburg,1257,James,f,Standard Host,Brooklyn,Williamsburg,40.6876,-73.99649,Hotel room,271,2,135.5,5,13,2026-05-08,0.66,1,Single Listing,Luxury (>$250),181,4.62,https://www.airbnb.com/rooms/10755
10756,Spacious Loft in Williamsburg,1131,David,f,Standard Host,Brooklyn,Williamsburg,40.66701,-73.9287,Entire home/apt,222,2,111.0,4,8,2026-07-23,0.3,1,Single Listing,Moderate ($100-$250),167,4.51,https://www.airbnb.com/rooms/10756
10757,Rustic Retreat in Midtown,1347,Sarah,t,Superhost,Manhattan,Midtown,40.75722,-73.98364,Private room,165,1,165.0,30,56,2026-05-25,3.88,1,Single Listing,Moderate ($100-$250),243,4.98,https://www.airbnb.com/rooms/10757
10758,Sunny Retreat in Ridgewood,1045,Jessica,f,Standard Host,Queens,Ridgewood,40.69091,-73.85132,Private room,78,2,39.0,7,25,2026-04-28,0.77,1,Single Listing,Budget (<$100),82,4.44,https://www.airbnb.com/rooms/10758
10759,Chic Loft in Upper West Side,1306,David,t,Superhost,Manhattan,Upper West Side,40.76142,-73.96591,Entire home/apt,446,3,148.67,3,49,2026-04-28,5.46,1,Single Listing,Luxury (>$250),97,4.96,https://www.airbnb.com/rooms/10759
10760,Chic Studio in Brooklyn Heights,1223,Emma,f,Standard Host,Brooklyn,Brooklyn Heights,40.69061,-73.95068,Private room,55,2,27.5,2,14,2026-05-23,0.49,1,Single Listing,Budget (<$100),58,4.43,https://www.airbnb.com/rooms/10760
10761,Cozy Apartment in Greenpoint,1310,Daniel,t,Superhost,Brooklyn,Greenpoint,40.70296,-73.95839,Private room,92,3,30.67,3,50,2026-07-24,1.39,1,Single Listing,Budget (<$100),254,4.85,https://www.airbnb.com/rooms/10761
10762,Sunny Flat in DUMBO,1118,David,f,Standard Host,Brooklyn,DUMBO,40.66906,-73.9783,Private room,83,1,83.0,1,16,2026-06-18,0.56,8,Multi-Listing Host (5+),Budget (<$100),225,4.54,https://www.airbnb.com/rooms/10762
10763,Minimalist Apartment in Crown Heights,1007,David,t,Superhost,Brooklyn,Crown Heights,40.66689,-73.97984,Private room,235,1,235.0,1,94,2026-03-29,9.58,1,Single Listing,Moderate ($100-$250),109,4.94,https://www.airbnb.com/rooms/10763
10764,Boho Studio in Park Slope,1101,Alex,f,Standard Host,Brooklyn,Park Slope,40.69662,-73.94817,Entire home/apt,219,5,43.8,2,20,2026-07-26,0.6,2,Small Host (2-4),Moderate ($100-$250),77,4.42,https://www.airbnb.com/rooms/10764
10765,Modern Apartment in Bushwick,1038,Mia,t,Superhost,Brooklyn,Bushwick,40.63347,-73.91801,Private room,243,2,121.5,1,82,2026-06-16,2.35,1,Single Listing,Moderate ($100-$250),327,4.99,https://www.airbnb.com/rooms/10765
10766,Cozy Haven in Crown Heights,1029,Elena,f,Standard Host,Brooklyn,Crown Heights,40.69349,-73.92001,Entire home/apt,174,6,29.0,2,4,2026-07-29,0.24,1,Single Listing,Moderate ($100-$250),140,4.41,https://www.airbnb.com/rooms/10766
10767,Bright Penthouse in Pelham Bay,1097,Emily,f,Standard Host,Bronx,Pelham Bay,40.87495,-73.86867,Private room,41,1,41.0,1,11,2026-01-06,1.27,2,Small Host (2-4),Budget (<$100),220,4.52,https://www.airbnb.com/rooms/10767
10768,Quiet Room in Concourse,1348,Noah,f,Standard Host,Bronx,Concourse,40.87058,-73.87009,Entire home/apt,80,4,20.0,1,29,2026-04-20,1.89,1,Single Listing,Budget (<$100),317,4.58,https://www.airbnb.com/rooms/10768
10769,Cozy Penthouse in Tribeca,1145,Benjamin,f,Standard Host,Manhattan,Tribeca,40.77526,-73.95865,Entire home/apt,273,2,136.5,5,32,2026-07-28,2.42,1,Single Listing,Luxury (>$250),280,4.26,https://www.airbnb.com/rooms/10769
10770,Rustic Haven in Todt Hill,1289,James,f,Standard Host,Staten Island,Todt Hill,40.58594,-74.16937,Private room,69,2,34.5,1,23,2026-07-08,0.69,1,Single Listing,Budget (<$100),132,4.4,https://www.airbnb.com/rooms/10770
10771,Quiet Flat in Todt Hill,1258,Liam,f,Standard Host,Staten Island,Todt Hill,40.53424,-74.11419,Private room,56,1,56.0,1,7,2026-07-11,0.21,1,Single Listing,Budget (<$100),184,4.16,https://www.airbnb.com/rooms/10771
10772,Boho Room in SoHo,1094,Emma,f,Standard Host,Manhattan,SoHo,40.79878,-73.98908,Private room,118,1,118.0,7,26,2026-07-03,1.86,1,Single Listing,Moderate ($100-$250),156,4.29,https://www.airbnb.com/rooms/10772
10773,Chic Penthouse in Crown Heights,1060,Olivia,f,Standard Host,Brooklyn,Crown Heights,40.67893,-73.89087,Private room,108,2,54.0,3,26,2026-07-31,0.79,1,Single Listing,Moderate ($100-$250),72,4.59,https://www.airbnb.com/rooms/10773
10774,Boho Haven in Long Island City,1229,Michael,f,Standard Host,Queens,Long Island City,40.78141,-73.7838,Private room,60,2,30.0,2,19,2026-06-20,0.58,3,Small Host (2-4),Budget (<$100),146,4.42,https://www.airbnb.com/rooms/10774
10775,Boho Studio in Hell's Kitchen,1347,Alex,f,Standard Host,Manhattan,Hell's Kitchen,40.80094,-73.92261,Private room,101,2,50.5,1,10,2026-07-19,0.55,4,Small Host (2-4),Moderate ($100-$250),152,4.47,https://www.airbnb.com/rooms/10775
10776,Cozy Flat in Fordham,1033,Alex,f,Standard Host,Bronx,Fordham,40.87244,-73.85018,Private room,35,1,35.0,3,42,2026-07-09,2.75,1,Single Listing,Budget (<$100),109,4.51,https://www.airbnb.com/rooms/10776
10777,Bright Haven in Financial District,1204,Noah,f,Standard Host,Manhattan,Financial District,40.77946,-73.9808,Private room,112,2,56.0,1,4,2026-03-12,0.23,1,Single Listing,Moderate ($100-$250),340,4.35,https://www.airbnb.com/rooms/10777
10778,Minimalist Suite in Flushing,1338,Daniel,f,Standard Host,Queens,Flushing,40.72884,-73.77475,Private room,81,1,81.0,1,11,2026-07-21,0.46,2,Small Host (2-4),Budget (<$100),252,4.46,https://www.airbnb.com/rooms/10778
10779,Spacious Apartment in Long Island City,1180,Sarah,f,Standard Host,Queens,Long Island City,40.74986,-73.77207,Entire home/apt,338,2,169.0,2,5,2026-04-08,0.47,1,Single Listing,Luxury (>$250),60,4.58,https://www.airbnb.com/rooms/10779
10780,Sunny Haven in SoHo,1114,Ava,f,Standard Host,Manhattan,SoHo,40.79965,-74.00147,Hotel room,168,4,42.0,7,12,2026-07-14,0.44,1,Single Listing,Moderate ($100-$250),216,4.37,https://www.airbnb.com/rooms/10780
10781,Modern Flat in Bedford-Stuyvesant,1079,David,f,Standard Host,Brooklyn,Bedford-Stuyvesant,40.72092,-73.88902,Shared room,35,3,11.67,30,57,2026-07-21,1.79,1,Single Listing,Budget (<$100),217,4.4,https://www.airbnb.com/rooms/10781
10782,Cozy Loft in Todt Hill,1125,Mia,f,Standard Host,Staten Island,Todt Hill,40.57764,-74.14135,Private room,86,1,86.0,1,5,2026-07-11,0.22,1,Single Listing,Budget (<$100),297,4.44,https://www.airbnb.com/rooms/10782
10783,Rustic Penthouse in Greenwich Village,1147,Liam,t,Superhost,Manhattan,Greenwich Village,40.79654,-73.94503,Entire home/apt,244,5,48.8,2,39,2026-07-05,1.51,1,Single Listing,Moderate ($100-$250),147,4.88,https://www.airbnb.com/rooms/10783
10784,Luxury Flat in Upper West Side,1193,Ethan,f,Standard Host,Manhattan,Upper West Side,40.78626,-73.92492,Entire home/apt,322,4,80.5,3,26,2026-07-24,1.24,1,Single Listing,Luxury (>$250),86,4.61,https://www.airbnb.com/rooms/10784
10785,Sunny Flat in Greenwich Village,1291,Benjamin,f,Standard Host,Manhattan,Greenwich Village,40.80621,-73.98671,Entire home/apt,232,4,58.0,3,11,2026-05-30,1.1,1,Single Listing,Moderate ($100-$250),24,4.41,https://www.airbnb.com/rooms/10785
10786,Luxury Loft in Concourse,1122,Daniel,f,Standard Host,Bronx,Concourse,40.84277,-73.88568,Entire home/apt,73,4,18.25,4,18,2026-05-27,0.52,1,Single Listing,Budget (<$100),336,4.43,https://www.airbnb.com/rooms/10786
10787,Spacious Brownstone Unit in Harlem,1179,Mia,f,Standard Host,Manhattan,Harlem,40.78859,-73.96598,Private room,125,1,125.0,2,10,2026-07-11,0.48,4,Small Host (2-4),Moderate ($100-$250),240,4.43,https://www.airbnb.com/rooms/10787
10788,Boho Flat in Sunnyside,1132,Carlos,t,Superhost,Queens,Sunnyside,40.77018,-73.77045,Hotel room,139,3,46.33,30,64,2026-06-05,2.79,1,Single Listing,Moderate ($100-$250),235,4.91,https://www.airbnb.com/rooms/10788
10789,Rustic Penthouse in Bedford-Stuyvesant,1026,Elena,f,Standard Host,Brooklyn,Bedford-Stuyvesant,40.65603,-73.95451,Entire home/apt,229,4,57.25,7,11,2026-06-05,0.35,3,Small Host (2-4),Moderate ($100-$250),327,4.5,https://www.airbnb.com/rooms/10789
10790,Bright Room in Greenpoint,1153,Carlos,f,Standard Host,Brooklyn,Greenpoint,40.69914,-73.92135,Entire home/apt,168,6,28.0,1,14,2026-06-07,0.61,1,Single Listing,Moderate ($100-$250),321,4.54,https://www.airbnb.com/rooms/10790
10791,Chic Flat in Hell's Kitchen,1210,James,t,Superhost,Manhattan,Hell's Kitchen,40.77738,-73.94567,Entire home/apt,451,5,90.2,2,50,2026-07-18,1.8,1,Single Listing,Luxury (>$250),282,4.98,https://www.airbnb.com/rooms/10791
10792,Minimalist Apartment in Flushing,1293,Benjamin,t,Superhost,Queens,Flushing,40.68842,-73.78067,Shared room,44,2,22.0,2,45,2026-07-05,1.52,1,Single Listing,Budget (<$100),309,4.97,https://www.airbnb.com/rooms/10792
10793,Sunny Flat in Midtown,1156,Liam,f,Standard Host,Manhattan,Midtown,40.79866,-73.9669,Entire home/apt,209,2,104.5,2,54,2026-04-04,1.7,1,Single Listing,Moderate ($100-$250),314,4.28,https://www.airbnb.com/rooms/10793
10794,Luxury Room in Hell's Kitchen,1041,Ethan,f,Standard Host,Manhattan,Hell's Kitchen,40.7665,-73.94639,Entire home/apt,267,6,44.5,2,16,2026-07-17,1.87,1,Single Listing,Luxury (>$250),199,4.48,https://www.airbnb.com/rooms/10794
10795,Minimalist Penthouse in Long Island City,1070,Sarah,f,Standard Host,Queens,Long Island City,40.73655,-73.81036,Private room,51,1,51.0,5,24,2026-07-02,0.8,1,Single Listing,Budget (<$100),24,4.44,https://www.airbnb.com/rooms/10795
10796,Minimalist Penthouse in Bedford-Stuyvesant,1026,David,f,Standard Host,Brooklyn,Bedford-Stuyvesant,40.68239,-73.96261,Private room,83,2,41.5,2,42,2026-07-19,5.89,1,Single Listing,Budget (<$100),89,4.45,https://www.airbnb.com/rooms/10796
10797,Charming Brownstone Unit in Riverdale,1217,Liam,t,Superhost,Bronx,Riverdale,40.85824,-73.84302,Private room,38,2,19.0,1,52,2026-07-19,5.63,1,Single Listing,Budget (<$100),21,4.96,https://www.airbnb.com/rooms/10797
10798,Chic Room in Bushwick,1234,Elena,f,Standard Host,Brooklyn,Bushwick,40.72155,-73.94548,Private room,78,1,78.0,1,28,2026-02-12,3.65,2,Small Host (2-4),Budget (<$100),128,4.54,https://www.airbnb.com/rooms/10798
10799,Stunning Loft in Long Island City,1068,Sarah,t,Superhost,Queens,Long Island City,40.73018,-73.77402,Private room,171,1,171.0,5,81,2026-06-30,2.5,3,Small Host (2-4),Moderate ($100-$250),348,4.95,https://www.airbnb.com/rooms/10799
10800,Spacious Apartment in Sunnyside,1134,Sophia,t,Superhost,Queens,Sunnyside,40.76152,-73.82372,Entire home/apt,102,5,20.4,3,83,2026-05-26,7.81,1,Single Listing,Moderate ($100-$250),183,4.94,https://www.airbnb.com/rooms/10800
10801,Cozy Loft in Financial District,1176,Liam,f,Standard Host,Manhattan,Financial District,40.83147,-73.95875,Private room,115,2,57.5,1,52,2026-04-29,1.52,1,Single Listing,Moderate ($100-$250),53,4.52,https://www.airbnb.com/rooms/10801
10802,Rustic Flat in Cobble Hill,1284,Sophia,f,Standard Host,Brooklyn,Cobble Hill,40.62423,-73.90691,Hotel room,259,4,64.75,2,5,2026-02-21,0.17,1,Single Listing,Luxury (>$250),190,4.51,https://www.airbnb.com/rooms/10802
10803,Charming Flat in SoHo,1057,Mia,t,Superhost,Manhattan,SoHo,40.79073,-73.95544,Private room,320,1,320.0,1,101,2026-07-25,9.63,2,Small Host (2-4),Luxury (>$250),174,4.99,https://www.airbnb.com/rooms/10803
10804,Cozy Apartment in Sunnyside,1001,Ava,f,Standard Host,Queens,Sunnyside,40.68766,-73.78337,Entire home/apt,113,2,56.5,7,17,2026-06-08,0.81,1,Single Listing,Moderate ($100-$250),16,4.56,https://www.airbnb.com/rooms/10804
10805,Stunning Haven in SoHo,1179,Michael,f,Standard Host,Manhattan,SoHo,40.7684,-73.98397,Entire home/apt,360,6,60.0,2,29,2026-06-08,0.84,1,Single Listing,Luxury (>$250),129,4.48,https://www.airbnb.com/rooms/10805
10806,Modern Flat in Bedford-Stuyvesant,1215,Michael,f,Standard Host,Brooklyn,Bedford-Stuyvesant,40.71333,-73.93158,Entire home/apt,264,3,88.0,1,7,2026-07-12,0.66,1,Single Listing,Luxury (>$250),220,4.35,https://www.airbnb.com/rooms/10806
10807,Cozy Studio in Financial District,1079,Sophia,t,Superhost,Manhattan,Financial District,40.76561,-73.95886,Entire home/apt,286,4,71.5,1,51,2026-05-16,4.31,2,Small Host (2-4),Luxury (>$250),285,4.9,https://www.airbnb.com/rooms/10807
10808,Charming Studio in Tribeca,1033,Michael,t,Superhost,Manhattan,Tribeca,40.81563,-73.9627,Private room,130,1,130.0,2,41,2026-06-28,3.86,12,Multi-Listing Host (5+),Moderate ($100-$250),265,4.98,https://www.airbnb.com/rooms/10808
10809,Charming Brownstone Unit in Financial District,1030,Liam,t,Superhost,Manhattan,Financial District,40.79683,-73.95988,Private room,249,1,249.0,4,20,2026-06-18,0.65,1,Single Listing,Moderate ($100-$250),208,4.92,https://www.airbnb.com/rooms/10809
10810,Spacious Room in Bushwick,1338,Jessica,t,Superhost,Brooklyn,Bushwick,40.71362,-73.97728,Entire home/apt,167,2,83.5,1,157,2026-07-22,21.32,2,Small Host (2-4),Moderate ($100-$250),121,4.99,https://www.airbnb.com/rooms/10810
10811,Quiet Brownstone Unit in Cobble Hill,1058,Michael,f,Standard Host,Brooklyn,Cobble Hill,40.7063,-73.96034,Private room,131,2,65.5,3,36,2026-07-19,1.68,1,Single Listing,Moderate ($100-$250),20,4.46,https://www.airbnb.com/rooms/10811
10812,Quiet Flat in Harlem,1101,Jessica,f,Standard Host,Manhattan,Harlem,40.81087,-73.97315,Entire home/apt,262,2,131.0,7,23,2026-05-19,1.76,2,Small Host (2-4),Luxury (>$250),293,4.51,https://www.airbnb.com/rooms/10812
10813,Boho Loft in Financial District,1274,Sophia,t,Superhost,Manhattan,Financial District,40.78388,-73.97834,Entire home/apt,267,3,89.0,2,54,2026-07-18,1.55,1,Single Listing,Luxury (>$250),52,4.97,https://www.airbnb.com/rooms/10813
10814,Boho Retreat in Ridgewood,1091,Liam,f,Standard Host,Queens,Ridgewood,40.73696,-73.75222,Private room,47,1,47.0,1,33,2026-07-19,1.11,1,Single Listing,Budget (<$100),321,4.49,https://www.airbnb.com/rooms/10814
10815,Boho Room in Forest Hills,1308,Michael,f,Standard Host,Queens,Forest Hills,40.75555,-73.79997,Entire home/apt,230,3,76.67,3,48,2026-07-22,1.56,1,Single Listing,Moderate ($100-$250),285,4.43,https://www.airbnb.com/rooms/10815
